student_id,first_name,last_name,preferred_name,gender,pell_eligible,ok_to_text,inquiry_date,application_date,institution_name,coach_name,program,current_status
939c99d5-9dd3-4e96-8ee1-b9d5593d612e,Tonya,Scott,,Female,Eligible,,2021-04-23,2021-07-06,Organization C,Mario,Computer Scienc,Started Application
51050df2-015c-4865-bb54-9ed91902f838,Kareena,Burnett,,Not Specified,Eligible,,2021-01-16,2021-09-12,Organization C,Bowser,Platforming Stu,Waitlist
2900a2b0-370c-4edc-a6a9-ec5c8eaa8129,William,Baker,,Male,Eligible,,2021-03-23,2021-07-22,Organization C,Mario,Anthropology,Application Denied
6dec6086-a400-4bf4-9d8b-d1361b27c5c0,J.Jonah,Jamison,,Male,Not Specified,,2021-02-14,2021-09-07,Organization C,Mario,Platforming Stu,Submitted Application
8710f4c8-63c2-4b04-b18c-deba698e5602,Mary,Peters,,Female,Not Specified,,1970-01-01,,Organization C,Mario,History,Application Withdrawn
68b62fe3-0a34-42c6-9c96-f664b3298bad,Monique,Hill,,Female,Eligible,,2021-02-11,2021-06-09,Organization C,Bowser,Anthropology,Admitted
e07e09c9-b143-4efc-8d16-dfd6e50fa7c3,Brittany,Barrett,,Female,Not Specified,,2021-02-17,2021-05-09,Organization C,Waluigi,Business,Admitted
57ba2bdf-d815-4310-886b-37bdf9c55e02,Nicole,Dyer,,Female,Not Specified,,2021-04-28,2021-08-22,Organization C,Boo,History,Application Withdrawn
f7f35fb9-c364-43bd-96a4-fe787eb4edd7,Louie,Floyd,,Not Specified,Not Specified,,2021-04-13,2021-09-28,Organization C,Mario,Business,Application Withdrawn
137b5d5c-0cb7-488b-916e-2c15dcd0e1a3,Andrea,Zavala,,Female,Eligible,,1970-01-01,2021-08-04,Organization C,Toad,Physics,Application Denied
f7c0f1df-af73-422e-adc7-e7c4cc7201b6,Mark,Scarlotti,,Male,Eligible,,2021-01-04,2021-07-26,Organization C,Waluigi,Platforming Stu,Admitted
445b46e5-afa9-495f-ba4b-1c6e1dc7ad57,Jason,Dalton,,Male,Not Specified,,1970-01-01,2021-08-13,Organization C,Boo,Physics,Admitted
66a77037-0a81-4991-9495-2a36519c9b5f,Megan,Roberts,,Female,Not Specified,,1970-01-01,2021-06-12,Organization C,Toad,Business,Submitted Application
97bd779c-7a74-44b1-baed-d8c1e6aaa0b7,Katelin,Fernandez,,Not Specified,Eligible,,2021-04-10,2021-05-20,Organization C,Mario,Platforming Stu,Started Application
3efb4977-2170-4a26-b8a2-bc7c6826a690,Melissa,Vasquez,,Female,Not Specified,,1970-01-01,2021-08-17,Organization C,Bowser,Business,Waitlist
1b189829-3e41-4bcf-a740-f1f2c648420d,Natasha,Miranda,,Female,Not Specified,,2021-03-14,2021-05-03,Organization C,Peach,Physics,Waitlist
2f8252c7-c58c-462f-b081-b533a64a78b1,Brittany,Crane,,Female,Eligible,,1970-01-01,2021-09-03,Organization C,Boo,Physics,Waitlist
662f903a-8245-478c-9b56-4983d1d3aad5,Wendy,Moody,,Female,Not Specified,,2021-03-27,2021-08-21,Organization C,Mario,Physics,Started Application
472a8aa7-8332-4712-9308-c7e8ae15faee,Emily,Rosario,,Not Specified,Not Specified,,2020-11-06,2021-10-13,Organization C,Boo,Anthropology,Admission Decision Pending
6562483c-941d-45be-9eb6-2fe3e896009b,Jennifer,Smith,,Female,Eligible,,2020-12-06,2021-09-10,Organization C,Waluigi,Computer Scienc,Waitlist
3543e772-737b-4da7-a57a-e7d06be6fd24,Curtis,King,,Male,Not Specified,,2021-04-23,2021-06-23,Organization C,Peach,History,Submitted Application
096296a8-a415-46f5-bb54-a2aaa0df4ca1,Mario,Mcclure,,Male,Eligible,,2021-04-07,2021-07-16,Organization C,Boo,Physics,Waitlist
7541300c-a9f3-4543-8a56-a33d92682c3e,Kristin,Henry,,Female,Not Specified,,2020-12-07,2021-09-12,Organization C,Mario,Anthropology,Admission Decision Pending
2d65acb6-d8d9-4748-8db8-342b50498120,Lydia,Wilkins,,Female,Not Specified,,2021-02-08,2021-10-30,Organization C,Boo,Platforming Stu,Application Withdrawn
720ff8c0-1c9f-4014-9292-1c2185b954c6,Timothy,Mata,,Male,Eligible,,2021-01-14,2021-06-01,Organization C,Peach,Platforming Stu,Admission Decision Pending
14c0e1a7-ca4f-4a43-b2ba-f5f9a6889abc,Jenna,Clayton,,Female,Eligible,,2021-01-08,2021-10-13,Organization C,Mario,Platforming Stu,Application Withdrawn
9a2faf6f-53e6-419c-98cb-2fd223816bc5,Angie,Nolan,,Female,Not Specified,,2021-04-06,2021-05-08,Organization C,Mario,Platforming Stu,Admitted
abd4c7df-878b-4fcf-a295-7c9375aed5a7,Larissa,Daniel,,Not Specified,Eligible,,2020-11-20,2021-09-08,Organization C,Bowser,Physics,Waitlist
7ffeaee1-55fd-4e7c-ba30-11b48771bd28,Kevin,Daniels,,Male,Eligible,,2020-11-14,2021-10-17,Organization C,Waluigi,History,Waitlist
15ede8a5-9178-4cbb-a828-44caaaddfb95,Kaitlyn,Carter,,Female,Eligible,,2020-12-10,2021-06-06,Organization C,Mario,History,Submitted Application
fb709031-f404-41a3-8959-e5454b8662d6,David,Smith,,Male,Eligible,,2021-04-05,2021-05-09,Organization C,Waluigi,Physics,Waitlist
beb7bd57-aabd-46af-9afb-66d949da53b2,Patricia,Walls,,Female,Eligible,,2021-03-09,2021-08-02,Organization C,Mario,Computer Scienc,Submitted Application
b21b8f16-9b67-45b4-a5b3-32370c36cac0,Kimberly,Wang,,Female,Not Specified,,2021-01-25,2021-07-10,Organization C,Mario,Anthropology,Admitted
46f47332-11f0-4dc5-9ec2-32256a7f50a3,Timothy,Santana,,Male,Eligible,,2021-03-17,2021-10-13,Organization C,Waluigi,Business,Application Withdrawn
523d2d73-5250-4d13-a98a-36c26246f2d7,Tracy,Phillips,,Female,Eligible,,2021-03-23,2021-10-13,Organization C,Waluigi,Anthropology,Application Denied
5dc26c64-4101-4e06-a2f2-813f87f4460b,Robert,Dillon,,Male,Not Specified,,2020-11-04,2021-06-24,Organization C,Bowser,History,Application Withdrawn
81584250-b4f9-45d3-a1f7-5b8541eeb720,Melissa,Evans,,Female,Eligible,,2020-12-17,2021-05-31,Organization C,Boo,Physics,Application Withdrawn
dfb20ea9-65d2-4c8d-8a95-26f252f30d0a,Janet,Reynolds,,Female,Eligible,,2021-01-27,2021-10-20,Organization C,Peach,Physics,Admitted
6c56f8b6-1da7-4e29-a1ba-8e221f02a554,Gary,Ballard,,Male,Not Specified,,2020-11-20,2021-06-24,Organization C,Bowser,Platforming Stu,Started Application
3583b539-fa55-4c83-825f-8951ee0c27f0,Kimberly,Smith,,Female,Not Specified,,2020-12-17,2021-08-27,Organization C,Boo,Anthropology,Submitted Application
881ea56b-1fad-49fe-87fd-153066948b2c,Cloe,Denton,,Not Specified,Eligible,,2021-02-14,2021-08-07,Organization C,Mario,History,Started Application
ea19e18f-0006-44ad-9606-432bf4d5c3f6,Sophia,Wilson,,Female,Eligible,,2021-02-08,2021-07-14,Organization C,Peach,Computer Scienc,Started Application
a13ed02a-188d-40f8-8430-4bde5f9202ec,Cheyenne,Bennett,,Female,Eligible,,2021-02-14,2021-06-15,Organization C,Toad,Business,Admitted
5d7e3509-c69d-43cb-8d7d-5cf7cd631857,Pedro,Chavez,,Male,Not Specified,,2020-11-28,2021-07-14,Organization C,Mario,Business,Application Withdrawn
a53efd9d-dfae-47ef-90d7-b2744e9aa00a,Sara,Leonard,,Female,Eligible,,2021-04-16,2021-08-22,Organization C,Bowser,History,Application Withdrawn
f0108d15-2387-43e7-b231-ea7ed0b227a6,Eugene,Garcia,,Male,Eligible,,2021-02-10,2021-07-12,Organization C,Boo,Business,Started Application
e4f0f465-e2a8-4a8c-9110-fedc900d0d18,Cheryl,Odonnell,,Female,Eligible,,2020-11-08,2021-08-12,Organization C,Peach,History,Started Application
457c2c13-95a4-455c-a052-32b2004300f0,Andrew,Harris,,Male,Not Specified,,2020-11-25,2021-08-23,Organization C,Waluigi,Anthropology,Waitlist
2d799af4-b990-4b85-a6b4-e6af47f26719,Jennifer,Lloyd,,Female,Eligible,,2021-03-12,2021-08-08,Organization C,Bowser,Physics,Started Application
241db1b3-b87c-40c1-a91c-eceb6394b729,Sherry,Parsons,,Female,Eligible,,2021-01-01,2021-10-12,Organization C,Toad,Platforming Stu,Waitlist
b7f08b76-f36a-461a-a998-36d2ea7cad34,Barney,Humphrey,,Not Specified,Not Specified,,2020-12-24,2021-11-01,Organization C,Mario,History,Submitted Application
b52d8a37-e294-4cde-9324-754c7ce66f2e,Christopher,Gardner,,Male,Eligible,,2021-04-15,2021-07-11,Organization C,Mario,Computer Scienc,Waitlist
395b6774-a601-4362-812f-ab89043ee048,Ashley,Baker,,Female,Eligible,,2020-12-28,,Organization C,Toad,Computer Scienc,Started Application
6e644c04-10f5-44ee-bbb9-f297921e14b6,Mitchell,Harding,,Male,Eligible,,2021-02-26,2021-05-02,Organization C,Peach,Platforming Stu,Application Withdrawn
5be315a7-cea1-453b-a062-6f52a80d8d12,Jesus,Baker,,Male,Not Specified,,2021-03-21,2021-10-18,Organization C,Peach,Business,Waitlist
4ce3579b-8313-4480-82e6-f2fd60d4fe7f,Russell,Allen,,Male,Eligible,,2020-12-14,2021-10-14,Organization C,Peach,Computer Scienc,Application Denied
5493404d-cb61-430c-a68e-9f0b562ce55c,Christine,Nguyen,,Female,Eligible,,2021-04-22,2021-10-30,Organization C,Bowser,Business,Started Application
44fdeae9-aa44-4b7e-a2d1-a34070852958,Amber,Sanchez,,Female,Not Specified,,2020-11-26,2021-05-18,Organization C,Waluigi,Computer Scienc,Submitted Application
4253d620-0196-4db5-9946-6acf88579a3c,Agnes,Barrow,,Not Specified,Eligible,,2020-11-24,2021-05-16,Organization C,Boo,Computer Scienc,Application Withdrawn
2b5f3959-85cb-4222-beba-f7d3d9bdce45,Kimberly,Macdonald,,Female,Not Specified,,2021-04-22,2021-07-25,Organization C,Boo,Business,Admission Decision Pending
aa085d6f-af84-4812-9f5f-a0d30619c15e,Steven,Mcgregor,,Not Specified,Not Specified,,2021-02-22,2021-10-14,Organization C,Boo,Anthropology,Started Application
e49b491a-399d-48fe-aaec-34fd359cc951,Danielle,Melia,,Not Specified,Eligible,,2021-03-28,2021-06-21,Organization C,Waluigi,Physics,Application Denied
0904c88a-85d8-4293-a68c-48ddb8b7a516,Julie,Harmon,,Female,Not Specified,,2021-02-24,2021-05-09,Organization C,Boo,History,Admitted
2c02da64-86be-47c0-8612-f999865ccb58,Emelie,Cunningham,,Not Specified,Not Specified,,2020-11-22,2021-06-12,Organization C,Bowser,History,Started Application
b8f664ec-bdd7-41b3-95a9-12a327a8bf68,Nisha,Vu,,Not Specified,Not Specified,,2020-11-15,2021-07-21,Organization C,Peach,Anthropology,Application Withdrawn
a026eaeb-8975-42cf-8824-6d0be589289b,Dana,Torres,,Female,Eligible,,2021-04-24,2021-05-07,Organization C,Mario,Computer Scienc,Submitted Application
235e7ee1-04cf-407f-9324-30e46e8ef7cc,Dianne,Hartman,,Not Specified,Eligible,,2020-12-17,2021-10-27,Organization C,Peach,Platforming Stu,Application Withdrawn
c10f4f64-8802-40e3-8be4-7e6790d69c0c,Rebecca,Hopkins,,Female,Eligible,,2021-03-12,2021-10-15,Organization C,Boo,Platforming Stu,Submitted Application
7ac9f922-83cc-4cf5-9857-647a57fb30ba,Rhonda,Rosario,,Female,Eligible,,2021-01-30,2021-06-04,Organization C,Bowser,History,Admission Decision Pending
f9a5436d-1329-43ff-b286-79f6316a765a,Raymond,Yang,,Male,Not Specified,,2020-12-24,2021-07-17,Organization C,Peach,History,Application Withdrawn
9aa75333-b69d-4a6d-85aa-87de229ffc75,Ronnie,Hughes,,Male,Not Specified,,2020-12-14,2021-10-02,Organization C,Waluigi,Anthropology,Application Withdrawn
292077e8-f62b-48d9-81c7-e06fa45e0016,Gethin,Palacios,,Not Specified,Not Specified,,2021-02-27,2021-10-24,Organization C,Toad,Anthropology,Started Application
5bf78fd1-1478-4b5b-9c5b-a6a1cce589d2,Joseph,Johnson,,Male,Not Specified,,2020-11-20,2021-05-22,Organization C,Waluigi,Computer Scienc,Waitlist
f65f3be1-ee70-43a9-a392-902929018ab2,Nasir,Ventura,,Not Specified,Not Specified,,2021-03-31,2021-05-20,Organization C,Bowser,History,Started Application
9ce3442a-ee37-4549-9d20-c006488a83bc,Maria,Andrade,,Female,Not Specified,,2021-03-04,2021-07-26,Organization C,Mario,Physics,Admission Decision Pending
e20ab557-6137-4514-a70f-fb30998d4f60,Renee,Dawson,,Female,Eligible,,2021-01-26,2021-05-05,Organization C,Peach,Computer Scienc,Waitlist
2b2fcfb6-71fe-489f-8fe8-adb0aa2b1f5f,Dennis,Austin,,Male,Eligible,,2020-12-12,2021-08-22,Organization C,Waluigi,Physics,Admission Decision Pending
d52a79cd-e05f-42b9-9715-c36983aec424,Eileen,Ross,,Female,Not Specified,,2021-01-15,2021-08-16,Organization C,Peach,Physics,Submitted Application
264c3652-6e29-4b2e-a60c-c12e94720290,Jake,Reynolds,,Not Specified,Eligible,,2021-03-15,2021-10-10,Organization C,Boo,Business,Admitted
c22cdd7b-7226-4da8-94a7-06e2414e9473,Ashlea,Greenwood,,Not Specified,Not Specified,,2020-12-27,2021-09-09,Organization C,Toad,History,Submitted Application
2a1d2694-dbd1-4f44-833e-62853573203a,Elizabeth,Castro,,Female,Not Specified,,2020-12-14,2021-10-04,Organization C,Waluigi,Platforming Stu,Submitted Application
63733fd8-6fb8-4575-a4cb-d18548e39cee,Tamara,Silva,,Female,Not Specified,,2021-01-14,2021-10-19,Organization C,Peach,Physics,Started Application
13064d1b-107b-4522-95c1-f84e3a35a9db,Izabelle,Rush,,Not Specified,Not Specified,,2020-12-20,2021-09-26,Organization C,Toad,Business,Waitlist
300c24d2-6353-46f3-bbbc-c95bd8310568,Sarah,Parker,,Female,Eligible,,2021-01-02,2021-09-04,Organization C,Boo,Physics,Started Application
0014947d-140d-4022-83a9-4e92090119a1,Kevin,Blanchard,,Male,Eligible,,2021-02-11,2021-10-19,Organization C,Toad,History,Started Application
0510c827-041d-4fe6-afe8-106dbcc001ac,Maria,Le,,Female,Eligible,,2021-01-11,2021-09-05,Organization C,Boo,Business,Admission Decision Pending
3718dd1f-9b99-4dcd-9181-ad3669f9697a,Tiffany,Williams,,Female,Eligible,,2021-04-14,2021-09-05,Organization C,Peach,Physics,Started Application
08a47daa-06aa-4710-9a59-26e1054ce412,Anita,Elliott,,Female,Not Specified,,2021-02-02,2021-07-26,Organization C,Boo,Business,Admission Decision Pending
5422a373-d951-4794-bea3-e133dd6c1e78,Jose,Fields,,Male,Eligible,,2021-01-26,2021-05-09,Organization C,Boo,Platforming Stu,Application Denied
1b093d78-0e93-4ca9-99e2-a75fc0f26dc9,Danny,Lewis,,Male,Eligible,,2021-03-11,2021-10-06,Organization C,Bowser,Computer Scienc,Submitted Application
fe8e2d85-354e-4e99-87ce-e7021a5e807e,Darryl,Padilla,,Male,Eligible,,2021-03-23,2021-09-16,Organization C,Boo,History,Submitted Application
e277dbd8-089e-45b1-8c09-bd1b12da6979,Homer,Lindsey,,Not Specified,Not Specified,,2021-03-15,2021-05-03,Organization C,Mario,Business,Application Withdrawn
e1d9cd07-80e7-47a3-9894-73420bc4e997,Bobby,Peterson,,Male,Eligible,,2021-03-11,2021-07-15,Organization C,Waluigi,Platforming Stu,Started Application
1367d236-1373-41ef-818e-1b4e9a74d48c,Tina,Keith,,Female,Not Specified,,2021-03-03,2021-07-06,Organization C,Boo,Platforming Stu,Application Withdrawn
8ed8f0b8-0a92-48e8-9f1d-0201e8a33c15,Paul,Green,,Male,Not Specified,,2021-04-25,2021-09-28,Organization C,Bowser,Platforming Stu,Admitted
03ce2c3f-1604-44e8-a650-d8376682bb42,Colleen,Kim,,Female,Eligible,,2021-03-31,2021-05-28,Organization C,Bowser,History,Admitted
913e11d6-25d8-407a-afd3-12502f791afb,Darlene,Hicks,,Female,Eligible,,2021-01-03,2021-10-23,Organization C,Mario,Anthropology,Waitlist
a4bf2af9-4f46-47e9-b578-43ec7fd98608,Elizabeth,Williams,,Female,Eligible,,2021-04-25,2021-09-06,Organization C,Boo,Business,Application Withdrawn
a8a41db6-fc21-4b75-8631-7bdd7227155a,Yousef,Cartwright,,Not Specified,Not Specified,,2020-12-02,2021-09-22,Organization C,Bowser,Physics,Application Denied
83bc7b66-0160-404e-9d87-2cb1af5885f2,Dawn,Roman,,Female,Eligible,,2021-03-14,2021-07-24,Organization C,Mario,History,Submitted Application
d3090439-d364-4937-bfc1-7f74a6bdf203,Roberto,Wharton,,Not Specified,Eligible,,2021-03-22,2021-10-05,Organization C,Mario,Physics,Waitlist
51dccb52-0912-498c-a307-5f2b5e5e8c81,Michael,Kirk,,Male,Eligible,,2021-04-17,2021-10-21,Organization C,Bowser,Computer Scienc,Application Withdrawn
b7ecc78b-84d2-4222-9279-5e2f5997745a,Christopher,Johnson,,Male,Not Specified,,2021-03-02,2021-08-03,Organization C,Boo,Platforming Stu,Admission Decision Pending
85f74f1c-3dc2-455b-9667-b1fa1f088bab,Karan,Rayner,,Not Specified,Not Specified,,2021-04-19,2021-08-31,Organization C,Toad,Business,Started Application
289dc3f7-a519-477a-b5af-572437c90d4d,Kayla,Swanson,,Female,Eligible,,2020-12-10,2021-10-14,Organization C,Mario,History,Submitted Application
61273b7e-407a-4a55-9e73-495505a5c226,Charles,Miles,,Male,Not Specified,,2021-04-12,2021-08-17,Organization C,Boo,History,Admitted
f10ebe76-9725-44be-ad4d-990f531e656c,Zachary,Henson,,Male,Eligible,,2021-01-19,2021-08-12,Organization C,Bowser,Computer Scienc,Submitted Application
67e55c99-52cd-4563-af1d-c0fd583bc63b,Krista,Griffith,,Female,Not Specified,,2021-03-30,2021-05-31,Organization C,Bowser,Anthropology,Submitted Application
5191b946-cc72-4179-a104-ff00b8ce86a5,Ralph,Cooper,,Male,Eligible,,2021-02-09,2021-09-27,Organization C,Bowser,Platforming Stu,Application Withdrawn
39437e0f-2800-4e80-941b-5ec376de4a6f,Faith,Byrd,,Female,Not Specified,,2021-02-06,2021-09-04,Organization C,Boo,Business,Admitted
bcb65772-ef69-46f4-991e-f979564c07c3,Samuel,Vargas,,Male,Eligible,,2021-02-11,2021-08-29,Organization C,Toad,Platforming Stu,Application Withdrawn
364208e2-d639-4208-a5a3-0c7ef1e1495f,Eric,Dunn,,Male,Eligible,,2021-03-31,2021-08-15,Organization C,Bowser,Physics,Admitted
1ee9685f-a3a3-4adc-8d3b-e7436f0c4a8a,Wayne,Williams,,Male,Eligible,,2021-02-09,2021-06-11,Organization C,Mario,Business,Application Withdrawn
